c1,essay,prompt,essay_as_single_utf8_string
120,"['O patrimônio histórico é o conjunto de todas as obras que fazem parte da cultura do país, e que muitas vezes remonta períodos, situações, e conquistas do passado. Infelizmente, no Brasil, ele não é tão valorizado e é frequentemente vandalizado.', 'Muitas obras do patrimônio histórico ficam expostas nas ruas, sendo facilmente alvo de vandalismo daqueles que não entendem a importância de ter acesso a elas, tais obras que representam nossa história cultural ou até social.', 'Recentemente, varias obras foram danificadas de uma forma ainda mais triste, por meio de um incêndio ocorrido no Museu Nacional do Rio de Janeiro, onde estava localizado, por exemplo, Luzia, o crânio mais antigo do país. Felizmente, tal obra foi encontrada pouco danificada , porém 90% do patrimônio histórico daquele museu, foi destruído.', 'Ver a destruição de obras tão importantes do nosso país, causa tristeza e indignação a grande parte da população e percebe-se que parte da história é destruída junto a elas. Por isso, o governo juntamente com o Ministério da Cultura e as equipes de segurança pública, deveriam promover mais segurança para as obras do patrimônio histórico, com a vigilância de obras localizadas na rua,  e manutenção constante da estrutura dos museus, para que sejam evitados problemas como o vandalismo e incêndios como o relatado.']",68,patrimônio histórico conjunto obra cultura país muito remontar período situação conquista passado infelizmente brasil valorizado frequentemente vandalizar muito obra patrimônio histórico ficar exposto rua ser facilmente alvo vandalismo de aquele entender importância acesso obra representar história cultural social recentemente vario obra danificar triste incêndio ocorrer museu nacional rio janeiro localizado luzia crânio antigo país felizmente obra encontrar danificar 90 patrimônio histórico museu destruir destruição obra importante país causa tristeza indignação população perceber se história destruir junto governo juntamente ministério cultura equipe segurança público dever promover segurança obra patrimônio histórico vigilância obra localizar rua manutenção constante estrutura museu ser evitar problema vandalismo incêndio relatar
160,"['‘’A mídia controla a massa. A atribuição de George Orwell representa claramente a problemática dos impactos do uso das redes sociais na saúde mental da sociedade brasileira, uma vez que é justamente o poder que a internet tem sobre a vida pessoal da sociedade que a cristaliza. Assim, torna-se evidente que a origem dessa vicissitude está nos padrões impostos pela sociedade. Não só a mentalidade capitalista como a globalização aprofundam essa situação.', 'A priori, o modelo capitalista, conduzido por estereótipos, alicerça essa questão. Isso ocorre porque ao longo da história criou-se modelos a serem seguidos, como a boneca Barbie que foi inspiração para jovens do mundo todo, e com a inter-relação do mundo através de, principalmente, as redes sociais esses padrões que valorizam uma imagem física perfeita foram disseminados. Logo, vale ressaltar que os ‘’influencers’’, em prol de lucro, compartilham momentos pessoais através de canais de comunicação e, consequentemente, a realização de procedimentos cirúrgicos, como a Lipolad, e mistificam a elevação da autoestima através do corpo perfeito. Assim, é evidente a desvalorização psicológica no Brasil, o qual, segundo a Organização Mundial de Saúde, está entre os 10 países com mais casos de suicídio.', 'Ademais, convém frisar que com o avanço tecnológico presente no mundo globalizado há a formação do idealismo. Nesse panorama, com a ‘’cultura do cancelamento’’ no Brasil, a idealização de comportamentos são enfatizadas por usuários de redes sociais (como Twitter, Facebook e Instagram) onde os mesmos atacam, principalmente, atrizes e cantores ao achar que o comportamento é inadequado. Um exemplo disso, ocorreu com Luíza Sonza, cantora, após o término de casamento, que foi cancelada após o início de um novo namoro . Com isso, a afirmação do ex-primeiro ministro inglês Benjamin ‘’a ignorância nunca resolve uma questão’’, critica a falta de empatia das pessoas, visto que o ato de padronizar comportamento fere a saúde mental alheia.', 'Infere-se, portanto, que medidas são necessárias para atenuar os impactos provocados pelo uso das redes sociais na saúde mental da população brasileira. Faz-se necessário que o Ministério das Comunicações  com apoio do Ministério da saúde, a partir da indústria midiática, crie um plano de apoio nas redes sociais e no mesmo ressalte a importância da singularidade e os meios de apoio psicológico gratuito pré-existentes em prol de diminuir a incidência de problemas na saúde mental gerados pela falta de autoaceitação. Outrossim, o Ministério da educação, nas redes de ensino, trabalhe o uso adequado das redes sociais, a fim de, contrariamente ao pensamento de Orwell, a mídia não controle a população.']",86,mídia controlar massa atribuição george orwell representar claramente problemática impacto uso rede social saúde mental sociedade brasileiro justamente internet vida pessoal sociedade cristaliza tornar se evidente origem vicissitude padrão imposto sociedade mentalidade capitalista globalização aprofundar situação priori modelo capitalista conduzir estereótipo alicerça ocorrer longo história criar se modelo ser seguir boneca barbie inspiração jovem mundo inter-relação mundo principalmente rede social padrão valorizar imagem físico perfeito disseminar valer ressaltar influencers prol lucro compartilhar momento pessoal canal comunicação consequentemente realização procedimento cirúrgico lipolad mistificar elevação autoestima corpo perfeito evidente desvalorização psicológico brasil organização mundial saúde 10 país caso suicídio convém frisar avanço tecnológico presente mundo globalizar haver formação idealismo panorama cultura cancelamento brasil idealização comportamento enfatizar usuário rede social twitter facebook instagram mesmo atacar principalmente atriz cantor achar comportamento inadequar ocorrer luíza sonza cantora término casamento cancelar início namoro afirmação ex-primeiro ministro inglês benjamin ignorância resolver criticar empatia pessoa ver ato padronizar comportamento ferir saúde mental alheio infere-se medida necessário atenuar impacto provocar uso rede social saúde mental população brasileiro faz-se necessário ministério comunicações ministério saúde indústria midiático criar plano rede social ressalter importância singularidade meio psicológico gratuito pré-existente prol diminuir incidência problema saúde mental gerar autoaceitação outrossim ministério educação rede ensino trabalhe uso adequado rede social contrariamente pensamento orwell mídia controle população
120,"['Ao analisar tal tema, vê-se que o cinema brasileiro teve um grande aumento de popularidade, tendo em vista que em diferentes gerações. Mas que ainda sim há a necessidade de melhorias.', 'O Brasil tem um índice consideravelmente razoável em conexão a fama porém continua sendo insuficiente em relação a outros países. Sendo assim, faz-se com que se obtenha uma baixa posição em vista do crescimento cinematográfico.', 'Desse modo, exclui-se uma parte da região brasileira como por exemplo o Norte e o Nordeste, deixando populações sem o fácil acesso. A baixa renda, a falta de infraestrutura e baixa divulgação são alguns motivos.', 'Conclui-se que para um melhor acesso desses indivíduos, o estado poderia aplicar um aumento de taxas urbanas, investimentos em tecnologias para o cinema e para a divulgação de tal, deixando assim um acesso melhor e mais visível principalmente para tal população.']",57,analisar tema vê-se cinema brasileiro aumento popularidade ter vista diferentes geração haver necessidade melhoria brasil índice consideravelmente razoável conexão fama continuar ser insuficiente país ser faz-se obter baixo vista crescimento cinematográfico modo excluir se região brasileiro norte nordeste deixar população fácil acesso baixo renda infraestrutura baixo divulgação motivo conclui-se bom acesso de esse indivíduo poder aplicar aumento taxa urbano investimento tecnologia cinema divulgação deixar acesso bom visível principalmente população
120,"['A partir do século XVIII, a ciência ingressou em acelerado processo de evolução industrial, tecnologia, rapidez através de máquinas à vapor, antes tudo era feito de forma artesanal, chamada de revolução industrial, vários benefícios e positividade para o ser humano, a energia do carvão como fonte para mover máquinas, locomotivas, transportes, produção têxtil e a oportunidade de trabalho para o homem que trabalhava na área rural . A essas descobertas, iniciamos  uma fase de matéria prima, distribuição de mercadorias a dinâmica de produtividade, grandes processos positivos ocorreram nesse primeiro período.', 'crescimento imenso nos centros urbanos, triplicando o número da população, surgindo os bairros mais pobres e marginalizados. No decorrer desse salto negativo da população o homem começou a utilizar recursos naturais acelerando o processo de devastação da natureza isso já no século XX, sem preocupar-se com a própria preservação.', 'A poluição do ar, dos rios, o desmatamento desenfreado, as empresas jogando seus detritos em rios, na natureza, colaboraram e muito para a crise ambiental que vivemos  nos dias atuais. Tempestades, terremotos, e outros desequilíbrios são os resultados dessa falta de responsabilidade ambiental, essa displicência em cuidar do nosso planeta, a nossa casa, o capitalismo a ganância exacerbada em consumir para produzir vice e versa.', 'Várias pesquisas estão sendo feitas através dos cientistas para solucionar os problemas  mas,  está longe o prazo e ainda vamos  sentir muito os impactos ambientais, mas nada como solução efetiva  e sim como hipóteses para salvar nosso planeta, algumas de ação rápida, mas não garantida  e outras a um período muito maior, mas a opinião de vários cientistas tem se confrontado alguns positivamente outros de forma negativa , veja a ganância novamente, cada qual quer impor seu propósito e as devidas práticas em discussão contínua, sem resoluções.', 'Algumas das hipóteses; seria o controle da natalidade em alguns países que sofrem com a grande população, China, Índia, África e outro países. A educação ambiental desde o indivduo em tenra idade escolar, para que cresça com o senso e o respeito ambiental, economia de água, luz, eliminar o máximo de dejetos formados em nossos lares, lixo reciclável, mais verde, diminuição de poluentes e reutilização de alimentos e itens em nossos lares fazendo mais doações, as grandes empresas, também muito responsáveis pelo nosso  ambiente e outros fatores que podemos e devemos ter como normativa em nossas  vidas para a salvação de nosso planeta.']",63,século xviii ciência ingressar acelerar processo evolução industrial tecnologia rapidez máquina vapor fazer artesanal chamar revolução industrial benefício positividade humano energia carvão fonte mover máquina locomotiva transporte produção têxtil oportunidade trabalho homem trabalhar rural descoberta iniciar fase matéria primo distribuição mercadoria dinâmica produtividade processo positivo ocorrer período crescimento imenso centro urbano triplicar população surgir bairro pobre marginalizado decorrer salto negativo população homem começar utilizar recurso natural acelerar processo devastação natureza século xx preocupar se próprio preservação poluição ar rio desmatamento desenfrear empresa jogar detrito rio natureza colaborar crise ambiental viver dia atual tempestades terremoto desequilíbrio resultado responsabilidade ambiental displicência cuidar planeta casa capitalismo ganância exacerbar consumir produzir vice verso várias pesquisa ser fazer cientista solucionar problema prazo ir sentir impacto ambiental solução efetivo hipótese salvar planeta ação rápido garantir período opinião cientista confrontar positivamente negativo ganância novamente impor propósito devido prática discussão contínuo resolução hipótese controle natalidade país sofrer população china índia áfrica outro país educação ambiental indivduo tenro idade escolar cresça senso respeito ambiental economia água luz eliminar dejeto formar lar lixo reciclável verde diminuição poluente reutilização alimento iten lar fazer doação empresa responsável ambiente fator poder dever normativo vida salvação planeta
200,"['Existe, de fato, uma “cultura do estupro” no Brasil? É muito difícil responder a         esta         questão, mesmo com os         dados que         apresentados nos últimos dias, alguns dos         cujos         , apesar de escandalosamente errados, terem provocado comoção nacional. O repúdio manifestado à divulgação dos dados iniciais e incorretos da pesquisa do Ipea leva a crer que é um exagero falar em cultura do estupro,                 ainda                que a prática, abominável,                 ainda                seja muito frequente no país. Façamos algumas ponderações.', 'Não há dúvida que o machismo vigora no Brasil e é uma herança maldita da colonização ibérica. Por outro lado,         convem         observar um paradoxo: com a industrialização do país, com a entrada da mulher no mercado de trabalho, com a revolução de costumes dos anos 1960, o sexo feminino passou a gozar de uma liberdade que contrasta com essa mentalidade machista. Além disso, vigora no país, para o bem e para o mal, um sensualismo exagerado, que tem como manifestação mais evidente o exibicionismo do corpo da mulher (vejam-se os casos do carnaval e da publicidade, por exemplo).', 'Está         aí os ingredientes                 implosivos                e explosivos do problema no nosso modo de ver: o conflito de mentalidades, o choque entre o machismo retrógrado e os avanços do sensualismo. O choque, naturalmente, não havia de ficar no plano das ideias, num país cujos habitantes costumam agir duas vezes antes de pensar. E o resultado é a violência do estupro, mais uma das violências que desfiguram o cotidiano no país. A propósito,         a         mais um elemento que não deve ser desprezado, para confirmar essa realidade paradoxal: o estupro é um crime que ofende aos outros criminosos (assassinos, ladrões, traficantes...), sendo notório que os estupradores, tão logo presos, acabam estuprados – o que provoca um saboroso gostinho de vingança aos espectadores do programa do Datena.', 'Tem         solução para essa realidade? Tem de haver, claro, e a primeira medida a ser apontada é o combate eficiente à criminalidade de um modo geral. Em segundo lugar, deve-se procurar reduzir a sensação de impunidade, bem como a própria impunidade, pois também para o crime vigora a relação custo/benefício. Finalmente, em vez de fazer propaganda de inaugurações de obras faraônicas inacabadas, o governo podia investir em propagandas educativas incentivando o respeito à vida, ao sexo, ao homem e à mulher.']",110,existe fato cultura estupro brasil difícil responder dado apresentar último dia cujo apesar escandalosamente errar ter provocar comoção nacional repúdio manifestar divulgação dado inicial incorreto pesquisa ipea levar crer exagero falar cultura estupro prática abominável ser frequente país façamos ponderação haver dúvida machismo vigorar brasil herança maldito colonização ibérico outro convem observar paradoxo industrialização país entrada mulher mercado trabalho revolução costume ano 1960 sexo feminino passar gozar liberdade contrastar mentalidade machista vigorar país sensualismo exagerar manifestação evidente exibicionismo corpo mulher vejar se caso carnaval publicidade ingrediente implosivo explosivo problema modo conflito mentalidade choque machismo retrógrado avanço sensualismo choque naturalmente haver ficar plano ideia país cujo habitante costumar agir pensar resultado violência estupro violência desfigurar cotidiano país propósito elemento desprezar confirmar realidade paradoxal estupro crime ofender criminoso assassino ladrão traficante ser notório estuprador presos acabar estuprar provocar saboroso gostinho vingança espectador programa datena solução realidade haver claro medida apontar combate eficiente criminalidade modo dever se procurar reduzir sensação impunidade próprio impunidade crime vigorar custo benefício finalmente propaganda inauguração obra faraônico inacabar governo investir propaganda educativo incentivar respeito vida sexo homem mulher
160,"['Ao analisar o tema das doenças mentais, podemos observar que os casos aumentaram muito durante a pandemia de Covid-19, principalmente a depressão. Na série Euphoria, no começo mostra a personagem Rue Bennett sendo diagnosticada com ansiedade, bipolaridade entre outros distúrbios mentais e, quando Rue começa a tomar as pílulas ela se sente bem, e deste modo acaba se viciando. Fora da série podemos observar que essa situação é bem comum, pois a falta de informação sobre o assunto pode acarretar muitos problemas.', 'Contudo, essa situação está longe de ser resolvido, pois muitas pessoas ainda acham que ir a psiquiatras é bobeira, e quem vai até esses profissionais tem frescura. Podemos observar que essa falta de informação pode acabar levando a problemas sérios, a pessoa que sofre com distúrbios mentais pode sofrer bullying, e com isso pode se isolar, podendo assim piorar sua saúde. Muitas vezes as doenças mentais podem afastar as pessoas de seus empregos, muitas pessoas tentam ou até cometem suicídio.', 'Portanto medidas são necessárias para resolver o problema, como um maior número de informações sobre os sintomas, e as doenças psíquicas oferecidas pela OMS (Organização Mundial da Saúde), para todos entenderem o que a pessoa sente, e assim esperando que não cometam bullying com as pessoas que sofrem com a sua saúde mental. Ademais, cabe também ao Ministério da Cidadania junto com plataformas como o Youtube, Facebook, Instagram, Twitter fazerem posts com informações relacionadas a doenças mentais. Sendo assim, a realidade de várias pessoas não seria igual da personagem Rue de Euphoria.']",88,analisar tema doença mental poder observar caso aumentar durante pandemia covid-19 principalmente depressão série euphoria começo mostrar personagem rue bennett ser diagnosticar ansiedade bipolaridade distúrbio mental rue começar tomar pílula sentir modo acabar viciar série poder observar situação comum informação assunto acarretar problema situação resolver muito pessoa achar psiquiatra bobeira profissional frescura podemos observar informação acabar levar problema sério pessoa sofrer distúrbio mental sofrer bullying isolar poder piorar saúde muitas doença mental afastar pessoa emprego muito pessoa tentar cometer suicídio medida necessário resolver problema informação sintoma doença psíquico oferecir oms organização mundial saúde entender pessoa sentir esperar cometer bullying pessoa sofrer saúde mental caber ministério cidadania junto plataforma youtube facebook instagram twitter fazer post informação relacionar doença mental ser realidade várias pessoa igual personagem rue euphoria
120,"['O documentário ""A Vacina que mudou o mundo"" narra, com detalhes, a difícil batalha contra a epidemia de poliomielite ocorrida na década de 50 e o quanto o uso de vacinas ajudou a erradicar doenças e aumentar a expectativa de vida da população. No entanto, apesar dos avanços e de algumas doenças graves já estarem controladas, hodiernamente houve um aumento significativo no número de pessoas infectadas pelo vírus do sarampo no Brasil, seja pela falta de informação e divulgação dos riscos que  não se vacinar traz , ou seja, pelo receio de algumas famílias em vacinar seus filhos, como é o caso de pessoas que participam do o vimento antivacina . Assim, vê se que é um desafio que deve ser enfrentado de forma mais organizada entre Estado e sociedade, acerca de garantir a imunização dos Brasileiros.', 'A priori, com a erradicação dos casos de sarampo no começo dos anos  2000, algumas pessoas tiveram a sensação de estarem protegidas e não viram motivo em se vacinar, porém, segundo o Fundo das Nações Unidas para a Infância (UNICEF)  a cobertura da doença tríplice viral - sarampo, caxumba e rubéola- que estava estável e próximo a 100% até 2014 , caiu para 85% em 2018, como consequência, nos dias de hoje o Brasil vive um surto de sarampo . Nesse viés, é perceptível que a falta de preocupação com as doenças já eliminadas ou controladas , seja uma das grandes responsáveis pela menor procura da população em se previnir contra a doença. Sob tal ótica, esse cenário é alarmante e precisa ser revertido.', 'Além disso,ao contrário do que alguns indivíduos pensam, a vacinação não elimina o vírus, ela apenas fornece imunidade adquirida para as pessoas vacinadas -o corpo detecta a substância da vacina e produz uma defesa contra determinada doença- , nesse sentido, o vírus continua circulando pelo ambiente, visto isso é de extrema importância que as pessoas se imunizem. Contudo, movimentos antivacina influenciam pessoas a não se vacinarem, esses movimentos estão ganhando força em mídias sociais, onde conteúdos enganosos e imprecisos se proliferam online, lugar onde cada vez mais os país recorrem para coletar informações e formar opiniões sobre a saúde  de seus filhos.', 'Desse modo, pode-se perceber que a vacina é muito importante para a sociedade. Nesse sentido, o Ministério da Saúde junto com o Ministério da Educação e as mídias devem investir por meio de propagandas, mostrar o risco que informações não verídicas pode trazer. Ademais, as instituições escolares são responsáveis pelo ensino sobre a importância de se vacinar , poder-se-á aumentar com isso o número de vacinas e evitar batalhas e sofrimentos como os ocorridos na década de 50. Como disse Oscar Wilde: ""O primeiro passo é o mais importante na evolução de uma nação.']",54,documentário vacina mudar mundo narrar detalhe difícil batalha epidemia poliomielite ocorrer década 50 uso vacina ajudar erradicar doença aumentar expectativa vida população entanto apesar avanço doença grave estar controlar hodiernamente haver aumento significativo pessoa infectar vírus sarampo brasil ser informação divulgação risco vacinar trazer ser receio família vacinar filho caso pessoa participar vimento antivacino ver desafio enfrentar organizar sociedade garantir imunização brasileiros priori erradicação caso sarampo começo ano 2000 pessoa sensação estar protegido ver motivo vacinar fundo nações unidas infância unicef cobertura doença tríplice viral sarampo caxumba rubéola- estável 100 2014 cair 85 2018 consequência dia hoje brasil viver surto sarampo viés perceptível preocupação doença eliminar controlar ser responsável procura população previnir doença ótica cenário alarmante precisar reverter contrário indivíduo pensar vacinação eliminar vírus fornecer imunidade adquirir pessoa vacinar -o corpo detectar substância vacina produzir defesa determinar doença- sentido vírus continuar circular ambiente ver extremo importância pessoa imunizem movimento antivacino influenciar pessoa vacinar movimento ganhar força mídia social conteúdo enganoso impreciso proliferar online país recorrer coletar informação formar opinião saúde filho modo poder se perceber vacina importante sociedade sentido ministério saúde junto ministério educação mídia investir propaganda mostrar risco informação verídico trazer instituição escolar responsável ensino importância vacinar poder-se-á aumentar vacina evitar batalha sofrimento ocorrer década 50 dizer oscar wilde passo importante evolução nação
160,"['Na série "" Bruce Lee: A lenda"", o jovem chinês, ao se mudar para os Estados Unidos, é vítima de racismo praticado pelos colegas da escola. Hodiernamente, a comunidade asiática é duramente segregada e atacada devido ao seu estereótipo, fato que evidencia como o preconceito amarelo reverbera na sociedade contemporânea. Desse modo, cabe analisar a xenofobia atrelada ao racismo e a falta de representatividade como perpertuadores da problemática.', 'Primeiramente, a pandemia do coronavírus acentuou ataques xenofóbicos contra pessoas de raça amarela. Por certo, a crença de que elas roubam os empregos e espalham doenças torna-se um pressuposto para racistas legitimarem sua discriminação. Ademais, essa preconceituosa ideologia, causa de ataques nas redes sociais e na rua, é normalizada pela sociedade e vista como comum. Como resultado, perante o corpo social, o ato no qual um asiático-brasileiro é discriminado não acarreta o mesmo estranhamento e revolta como quando isso ocorre com os negros, naturalizando, assim, a injúria.', 'Outrossim, a falta de representação dos amarelos corrobora o emblema. Inegavelmente, na história da imigração do Brasil eles faziam parte dos grupos que se estabeleceram no país e contribuíram na construção de sua população. Com efeito, atualmente, existem muitos cidadãos que possuem traços físicos asiáticos, porém não são vistos como brasileiros. Dessa forma, a ausência de pessoas como elas nos meios midiáticos torna-se uma negligência que contribui para a permanência e agravamento do preconceito, já que excluindo-as, os meios digitais reafirmam a ideia de não pertencimento delas.', 'Evidencia-se, portanto, a necessidade de medidas para mitigar o revés. Nesse sentido, o governo federal - responsável por zelar pelo bem-estar dos brasilienses - deve investir na punição de tais ações, por meio de emendas e leis que tipifiquem esse crime, a fim de que o corpo civil se conscientize da gravidade do problema. Além disso, os meios culturais, como novelas e séries, precisam inserir amarelos em seus elencos, para que toda a população, seja, realmente, representada']",92,série bruce lee lenda jovem chinês mudar estados unidos vítima racismo praticar colega escola hodiernamente comunidade asiático duramente segregar atacar devido estereótipo fato evidenciar preconceito amarelo reverberar sociedade contemporâneo modo caber analisar xenofobia atrelar racismo representatividade perpertuador problemática primeiramente pandemia coronavírus acentuar ataque xenofóbico pessoa raça amarelo certo crença roubar emprego espalhar doença tornar se pressuposto racista legitimar discriminação preconceituoso ideologia causa ataque rede social rua normalizar sociedade ver comum resultado perante corpo social ato asiático-brasileiro discriminar acarretar estranhamento revoltar ocorrer negro naturalizar injúria outrossim representação amarelo corroborar emblema inegavelmente história imigração brasil fazer grupo estabelecer país contribuir construção população efeito atualmente existir cidadão possuir traço físico asiático visto brasileiro ausência pessoa meio midiático tornar se negligência contribuir permanência agravamento preconceito excluindo-as meio digital reafirmar ideia pertencimento de elas evidencia-se necessidade medida mitigar revés sentido governo federal responsável zelar bem-estar brasiliense investir punição ação emenda lei tipifiquem crime corpo civil conscientizar gravidade problema meio cultural novela série precisar inserir amarelo elenco população ser realmente representar
120,"['O impacto causado pelas redes sociais nas pessoas esta ocorrendo gradativamente, e isso afeta diretamente a saúde mental da sociedade. Nesse sentido, percebe-se que alguns assuntos tratados nas redes sociais prejudicam uma parte da população, por isso ocorre diversos impactos a saúde mental. Infelizmente no Brasil não diferente, muitas pessoas sofrem de problemas causados pelo excesso de tempo na internet. Com isso, a existencia de problemas mentais e sociais surge como um empecilho na população brasileira.', 'Em primeiro lugar, um dos impactos causados pelas redes sociais são os distúrbios mentais, que são pessoas que acabam adquirindo uma doença mental e muitas vezes se isolam de outras pessoas . Sob essa ótica, nota-se que o excesso das redes sociais afetam diretamente a vida das pessoas. Assim, o aumento de problemas psicológicos no pais é evidente.', 'Além disso, as pessoas acabam de não se socializar com outras pessoas pelo fato de uso gradativo das redes sociais. Isso resulta no contraposto de sociedade onde uma pessoa se relaciona com um grupo de indivíduos. Dessa forma, e´necessário que as pessoas reverse o seu tempo para conectar nas redes sociais.', 'Diante do exposto, evidenciam-se que os desafios para resolver os impactos das redes sociais na saúde mental é muito grande. Cabe, então a empresas de mídias sociais criarem campanhas para alertar as pessoas que o uso excessivo de redes sociais causa danos  saúde mental para que possa diminuir danos a população. Além disso, o Ministério da saúde por meio das unidades básicas de saúde fiscalizarem as pessoas que possuem esses problemas e encaminha-las aos profissionais de saúde mental. Dessa forma, concretizar valores que serão úteis a população brasileira.']",86,impacto causar rede social pessoa ocorrer gradativamente afetar diretamente saúde mental sociedade sentido perceber se assunto tratar rede social prejudicar população ocorrer diverso impacto saúde mental infelizmente brasil diferente muito pessoa sofrer problema causar excesso internet existencia problema mental social surgir empecilho população brasileiro impacto causar rede social distúrbio mental pessoa acabar adquirir doença mental muito isolar pessoa ótica notar se excesso rede social afetar diretamente vida pessoa aumento problema psicológico pai evidente pessoa acabar socializar pessoa fato uso gradativo rede social resultar contraposto sociedade pessoa relacionar indivíduo e´necessário pessoa reverse conectar rede social exposto evidenciar se desafio resolver impacto rede social saúde mental caber empresa mídia social criar campanha alertar pessoa uso excessivo rede social causa dano saúde mental poder diminuir dano população ministério saúde unidade básico saúde fiscalizar pessoa possuir problema encaminha-las profissional saúde mental concretizar valor ser útel população brasileiro
160,"['No pandora atual, cogita-se com frequência sobre o papel dos influenciadores digitais, ou influencers como também são chamados . De certo, tendo em vista a maneira com que o mercado encontrou por meio deles de divulgar seus produtos e informações, sugerindo um ""padrão ideal"" de vida e consumo. Nesse contexto, analisar suas causas e efeitos para a sociedade é imprescindível a fim de minimizar a problemática.', 'Inicialmente, é relevante observar que em meio a força das redes sociais, muitas empresas utilizam o marketing digitaigital através dos influencers para divulgar seus produtos e marcas. Certamente, pelo grande poder de comunicação e influência que eles exercem na vida de seus seguidores. Dessa maneira, por meio desse protagonismo digital, acabam moldando os pensamentos e atitudes das pessoas, levando-as ao consumismo.', 'Outrossim, caracteriza-se o consumismo como uma compulsão que leva o indivíduo a comprar de forma ilimitada, e que na maioria dos casos é uma consequência das estratégias utilizadas pelos influenciadores digitais. De fato, segundo a Youpix 64% dos jovens de 18 a 34 anos já usaram os influencers como uma fonte de conhecer uma marca ou produto. Nessa perspectiva, vale ressaltar que tal exagero de compras acaba prejudicando o meio ambiente, em razão do descarte incorreto de embalagens ou de produtos já inutilizáveis.', 'Portanto, para as problemáticas supracitadas reduzam-se, é preciso intervir. Logo, cabe ao Ministério da Educação em parceria com as instituições de ensino, criarem um programa sobre consumo consciente e educação financeira nas escolas, por meio de palestras ministradas por profissionais dessa área, para que os jovens aprendam e cresçam como consumidores conscientes no ato da compra . Além disso, é de suma importância que também promovam projetos sobre a coleta seletiva e reciclagem do lixo, através da realização de feiras com enfoque ambientalista que proporcione aos alunos separar e reciclar os resíduos de sua própria residência, para que ajudem na conscientização e na redução dos impactos ambientais, confirmando assim o pensamento de Nelson Mandela ""A educação é a ferramenta mais poderosa que podemos usar para mudar o mundo "".']",49,pandora atual cogitar se frequência papel influenciador digital influencers chamar certo ter vista maneira mercado encontrar de ele divulgar produto informação sugerir padrão ideal vida consumo contexto analisar causa efeito sociedade imprescindível minimizar problemática inicialmente relevante observar força rede social muito empresa utilizar marketing digitaigital influencer divulgar produto marca comunicação influência exercer vida seguidor maneira protagonismo digital acabar moldar pensamento atitude pessoa levando-o consumismo outrossim caracterizar se consumismo compulsão levar indivíduo comprar ilimitado caso consequência estratégia utilizar influenciador digital fato youpix 64 jovem 18 34 ano usar influencer fonte conhecer marca produto perspectiva valer ressaltar exagero compra acabar prejudicar ambiente razão descarte incorreto embalagem produto inutilizável problemático supracitar reduzar se preciso intervir caber ministério educação parceria instituição ensino criar programa consumo consciente educação financeiro escola palestra ministrar profissional jovem aprendam cresçam consumidor consciente ato compra suma importância promovir projeto coleta seletivo reciclagem lixo realização feira enfoque ambientalista proporcionar aluno separar reciclar resíduo próprio residência ajudar conscientização redução impacto ambiental confirmar pensamento nelson mandela educação ferramenta poderoso poder mudar mundo
120,"['O livro sociedade do espetáculo do autor Debord, publicado em 1967, ressalta a teoria da sociedade e do capitalismo como definiu o espetáculo como o conjunto das relações sociais mediadas pelas imagens . Por conseguinte a sociedade contemporânea por busca de aceitação e medo do cancelamento faz muitas pessoas esconder  por exemplo a sexualidade .Como no ultimo ano o Reality Big Brother Brasil teve a participação do influenciador Lucas Coca que desistiu de sua participação na primeira semana ao revelar sua sexualidade.', 'Em primeiro lugar é válido ressaltar , que ,  o Brasil é o país com alto índice de morte causado pelo preconceito e discriminação contra pessoas transgnero .Através de mídias sociais o preconceito tem aumentado e crimes como injurias e difamação persiste na sociedade brasileira em pleno século 21.', 'Conforme dito pelo politico,  Franklin Roosevelt Nem sempre podemos construir o futuro para nossa juventude ,mas podemos construir nossa juventude para o futuro. De modo que , medidas devem ser tomadas para resolver o impasse.', 'Por tanto. Faz-se necessário que o Estado por intermédio do ministério da educação, invista na divulgação de informações acerca das consequências da transfobia no Brasil. Essa ação deve ocorrer por meio de palestras ,discursos e jograis em instituições públicas e privadas. Os meios midiáticos, são fundamental para denuncias e apoios s vitimas visando uma participação social no combate a transfobia no Brasil.']",90,livro sociedade espetáculo autor debord publicar 1967 ressaltar teoria sociedade capitalismo definir espetáculo conjunto relação social mediar imagem conseguinte sociedade contemporâneo busca aceitação medo cancelamento muito pessoa esconder sexualidade .como ultimo ano reality big brother brasil participação influenciador lucas coca desistir participação semana revelar sexualidade válido ressaltar brasil país alto índice morte causar preconceito discriminação pessoa transgnero .através mídia social preconceito aumentar crime injuria difamação persistir sociedade brasileiro pleno século 21 conforme dizer politico franklin roosevelt poder construir futuro juventude poder construir juventude futuro modo medida tomar resolver impasse faz-se necessário intermédio ministério educação invister divulgação informação consequência transfobia brasil ação ocorrer palestra discurso jogral instituição público privado meio midiático fundamental denuncia apoio vitima visar participação social combate transfobia brasil
